,busA,busB,Zaa,Zbb,Zcc,Zab,Zac,Zbc,Baa,Bbb,Bcc,Bab,Bac,Bbc
line94,92,95,(0.00044592989000000004+4.185825e-05j),(0.00044592989+4.185824999999999e-05j),(0.0004459298899999999+4.185824999999998e-05j),(0.00019701283+2.232439999999996e-06j),(0.00019701282999999993+2.232439999999993e-06j),(0.00019701282999999987+2.2324399999999926e-06j),0j,0j,0j,0j,0j,0j
line95,93,96,(2.6159808e-05+6.138375999999999e-06j),(2.6159807999999995e-05+6.138375999999999e-06j),(2.6159807999999995e-05+6.138376e-06j),(1.1875175999999999e-05+2.8683999999999973e-07j),(1.1875175999999999e-05+2.8683999999999973e-07j),(1.1875175999999997e-05+2.8684000000000015e-07j),0j,0j,0j,0j,0j,0j
line96,94,97,(0.0001459769+3.6402300000000003e-06j),(0.0001459769+3.6402300000000003e-06j),(0.0001459769+3.6402300000000003e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line97,95,98,(0.00029450341+2.764425000000001e-05j),(0.0002945034099999998+2.7644249999999992e-05j),(0.00029450340999999993+2.7644249999999995e-05j),(0.00013011227+1.4743600000000144e-06j),(0.00013011227+1.474360000000009e-06j),(0.00013011226999999991+1.4743600000000019e-06j),0j,0j,0j,0j,0j,0j
line98,96,99,(1.131366399999999e-05+2.654741333333333e-06j),(1.1313663999999996e-05+2.6547413333333347e-06j),(1.1313663999999995e-05+2.6547413333333342e-06j),(5.135807999999996e-06+1.2405333333333404e-07j),(5.135807999999995e-06+1.2405333333333348e-07j),(5.135807999999997e-06+1.240533333333337e-07j),0j,0j,0j,0j,0j,0j
line99,97,100,(0.00035566435999999997+8.869212e-06j),(0.00035566435999999997+8.869212e-06j),(0.00035566435999999997+8.869212e-06j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line100,98,101,(0.00040662708+3.8169000000000014e-05j),(0.0004066270799999999+3.816899999999998e-05j),(0.00040662707999999996+3.8168999999999986e-05j),(0.00017964875999999994+2.0356799999999976e-06j),(0.00017964875999999997+2.035680000000003e-06j),(0.00017964875999999994+2.0356800000000035e-06j),0j,0j,0j,0j,0j,0j
line101,99,102,(0.0015448976+0.0003625088666666669j),(0.0015448976+0.0003625088666666667j),(0.0015448975999999995+0.00036250886666666665j),(0.0007013022000000001+1.6939666666666693e-05j),(0.0007013021999999999+1.6939666666666653e-05j),(0.0007013021999999997+1.6939666666666602e-05j),0j,0j,0j,0j,0j,0j
line102,100,103,(0.0011347451+2.8297170000000002e-05j),(0.0011347451+2.8297170000000002e-05j),(0.0011347451+2.8297170000000002e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line103,101,104,(4.777495333333334e-05+2.028272666666667e-05j),(4.777495333333333e-05+2.0282726666666666e-05j),(4.777495333333333e-05+2.0282726666666676e-05j),(2.210913333333333e-05+8.170766666666611e-07j),(2.2109133333333335e-05+8.170766666666659e-07j),(2.2109133333333328e-05+8.170766666666659e-07j),0j,0j,0j,0j,0j,0j
line104,101,105,(0.00026847998+2.5201499999999982e-05j),(0.00026847997999999995+2.5201499999999992e-05j),(0.00026847997999999995+2.520149999999999e-05j),(0.00011861506+1.3440799999999973e-06j),(0.00011861506+1.344080000000004e-06j),(0.00011861505999999998+1.3440799999999996e-06j),0j,0j,0j,0j,0j,0j
line105,102,106,(6.720831999999998e-05+1.577037333333333e-05j),(6.720831999999997e-05+1.577037333333334e-05j),(6.720831999999997e-05+1.5770373333333333e-05j),(3.050903999999997e-05+7.369333333333318e-07j),(3.050903999999998e-05+7.369333333333318e-07j),(3.0509039999999985e-05+7.369333333333356e-07j),0j,0j,0j,0j,0j,0j
line106,104,107,(5.7801099999999984e-05+2.4539300000000004e-05j),(5.7801100000000005e-05+2.45393e-05j),(5.780109999999999e-05+2.4539299999999997e-05j),(2.6748999999999997e-05+9.88550000000001e-07j),(2.6748999999999994e-05+9.88550000000001e-07j),(2.6748999999999997e-05+9.885499999999996e-07j),0j,0j,0j,0j,0j,0j
line107,105,108,(0.00015224145999999993+1.4290499999999988e-05j),(0.00015224145999999999+1.4290499999999995e-05j),(0.00015224145999999993+1.4290499999999991e-05j),(6.726061999999999e-05+7.621599999999989e-07j),(6.726061999999998e-05+7.621599999999975e-07j),(6.726061999999999e-05+7.621599999999967e-07j),0j,0j,0j,0j,0j,0j
line108,106,109,(0.00013705839999999996+3.216063333333333e-05j),(0.00013705839999999996+3.2160633333333325e-05j),(0.00013705839999999996+3.2160633333333345e-05j),(6.221729999999998e-05+1.5028333333333303e-06j),(6.221729999999996e-05+1.5028333333333353e-06j),(6.221729999999996e-05+1.502833333333333e-06j),0j,0j,0j,0j,0j,0j
line109,107,110,(6.69956e-05+2.844279999999999e-05j),(6.699559999999998e-05+2.8442799999999998e-05j),(6.699559999999999e-05+2.8442799999999995e-05j),(3.1004e-05+1.1458000000000024e-06j),(3.1004e-05+1.1457999999999963e-06j),(3.1003999999999997e-05+1.1457999999999959e-06j),0j,0j,0j,0j,0j,0j
line110,108,111,(0.006007041800000001+0.0005638649999999998j),(0.0060070418000000006+0.0005638649999999998j),(0.006007041799999999+0.0005638649999999997j),(0.0026539246+3.0072799999999737e-05j),(0.002653924599999999+3.0072799999999598e-05j),(0.002653924599999999+3.0072799999999652e-05j),0j,0j,0j,0j,0j,0j
line111,109,112,(0.0036408863999999983+0.0008543307999999994j),(0.003640886399999998+0.0008543307999999993j),(0.003640886399999998+0.0008543307999999997j),(0.0016527707999999988+3.992199999999968e-05j),(0.001652770799999999+3.992200000000002e-05j),(0.0016527707999999988+3.992199999999988e-05j),0j,0j,0j,0j,0j,0j
line112,110,113,(0.00010214840999999996+4.3366829999999975e-05j),(0.00010214840999999997+4.336682999999998e-05j),(0.00010214840999999999+4.3366829999999995e-05j),(4.727189999999999e-05+1.747004999999994e-06j),(4.727189999999999e-05+1.747004999999994e-06j),(4.727189999999999e-05+1.747004999999986e-06j),0j,0j,0j,0j,0j,0j
line113,111,114,(0.0006017748399999999+5.648700000000002e-05j),(0.0006017748399999997+5.648699999999995e-05j),(0.0006017748399999999+5.6487e-05j),(0.00026586547999999993+3.0126399999999975e-06j),(0.00026586547999999993+3.0126400000000034e-06j),(0.00026586547999999993+3.0126400000000017e-06j),0j,0j,0j,0j,0j,0j
line114,112,115,(0.0032410351999999994+0.0007605060666666666j),(0.0032410351999999985+0.0007605060666666664j),(0.003241035199999999+0.0007605060666666665j),(0.0014712593999999992+3.553766666666675e-05j),(0.0014712593999999994+3.5537666666666663e-05j),(0.0014712593999999994+3.553766666666664e-05j),0j,0j,0j,0j,0j,0j
line115,113,116,(0.00013132562333333336+5.575393666666667e-05j),(0.0001313256233333334+5.575393666666665e-05j),(0.00013132562333333336+5.575393666666668e-05j),(6.0774433333333366e-05+2.2460116666666593e-06j),(6.0774433333333366e-05+2.2460116666666623e-06j),(6.0774433333333366e-05+2.2460116666666682e-06j),0j,0j,0j,0j,0j,0j
line116,114,117,(0.00018316106666666656+7.77605333333333e-05j),(0.00018316106666666667+7.776053333333334e-05j),(0.00018316106666666664+7.776053333333331e-05j),(8.476266666666664e-05+3.1325333333333292e-06j),(8.476266666666664e-05+3.1325333333333174e-06j),(8.476266666666667e-05+3.1325333333333284e-06j),0j,0j,0j,0j,0j,0j
line117,114,118,(0.0018363297333333336+0.0002741699999999999j),(0.0018363297333333333+0.00027416999999999985j),(0.0018363297333333338+0.00027417j),(0.0008346953333333334+7.311199999999957e-06j),(0.0008346953333333336+7.31120000000001e-06j),(0.0008346953333333335+7.3111999999999725e-06j),0j,0j,0j,0j,0j,0j
line118,115,119,(0.0003023705599999999+7.095098666666665e-05j),(0.0003023705599999999+7.09509866666667e-05j),(0.00030237055999999987+7.095098666666665e-05j),(0.00013726031999999994+3.315466666666651e-06j),(0.00013726031999999997+3.31546666666667e-06j),(0.00013726031999999994+3.315466666666664e-06j),0j,0j,0j,0j,0j,0j
line119,116,120,(9.427924333333332e-05+4.0025996666666654e-05j),(9.427924333333332e-05+4.0025996666666654e-05j),(9.427924333333332e-05+4.002599666666666e-05j),(4.363023333333332e-05+1.6124216666666705e-06j),(4.3630233333333335e-05+1.6124216666666705e-06j),(4.363023333333332e-05+1.6124216666666673e-06j),0j,0j,0j,0j,0j,0j
line120,117,121,(0.0007733957+1.928619e-05j),(0.0007733957+1.928619e-05j),(0.0007733957+1.928619e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line121,117,122,(8.918002333333332e-05+3.786113666666666e-05j),(8.918002333333332e-05+3.786113666666666e-05j),(8.91800233333333e-05+3.7861136666666654e-05j),(4.127043333333333e-05+1.5252116666666628e-06j),(4.1270433333333324e-05+1.5252116666666628e-06j),(4.1270433333333324e-05+1.5252116666666617e-06j),0j,0j,0j,0j,0j,0j
line122,118,123,(0.0033115822666666657+0.0004944299999999997j),(0.003311582266666666+0.00049443j),(0.0033115822666666666+0.0004944300000000001j),(0.001505264666666666+1.318479999999999e-05j),(0.0015052646666666664+1.3184800000000033e-05j),(0.0015052646666666662+1.318480000000003e-05j),0j,0j,0j,0j,0j,0j
line123,119,124,(0.00022033919999999997+5.1702400000000015e-05j),(0.0002203391999999999+5.17024e-05j),(0.00022033919999999997+5.17024e-05j),(0.00010002239999999996+2.4159999999999947e-06j),(0.00010002239999999999+2.416000000000001e-06j),(0.00010002239999999999+2.416000000000007e-06j),0j,0j,0j,0j,0j,0j
line124,120,125,(0.00013321587999999998+5.655644e-05j),(0.00013321588+5.6556440000000016e-05j),(0.00013321587999999998+5.6556439999999995e-05j),(6.164919999999999e-05+2.278339999999999e-06j),(6.164919999999997e-05+2.2783399999999925e-06j),(6.164919999999999e-05+2.278339999999996e-06j),0j,0j,0j,0j,0j,0j
line125,121,126,(0.0006696993+1.6700310000000004e-05j),(0.0006696993+1.6700310000000004e-05j),(0.0006696993+1.6700310000000004e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line126,122,127,(0.0004189378666666666+0.0001778589333333333j),(0.00041893786666666663+0.00017785893333333337j),(0.0004189378666666666+0.00017785893333333334j),(0.00019387466666666658+7.164933333333345e-06j),(0.00019387466666666658+7.164933333333345e-06j),(0.00019387466666666658+7.164933333333353e-06j),0j,0j,0j,0j,0j,0j
line127,123,128,(0.0014892173999999998+0.00022234499999999996j),(0.0014892173999999998+0.000222345j),(0.0014892174000000003+0.000222345j),(0.0006769169999999998+5.929199999999968e-06j),(0.0006769169999999999+5.9292000000000025e-06j),(0.000676917+5.929200000000023e-06j),0j,0j,0j,0j,0j,0j
line128,124,129,(0.00019003648000000001+4.4591893333333353e-05j),(0.00019003647999999996+4.4591893333333326e-05j),(0.00019003648+4.459189333333334e-05j),(8.626655999999998e-05+2.0837333333333373e-06j),(8.626655999999999e-05+2.083733333333342e-06j),(8.626655999999996e-05+2.0837333333333313e-06j),0j,0j,0j,0j,0j,0j
line129,125,130,(0.00014413+6.119000000000002e-05j),(0.00014413+6.119e-05j),(0.00014412999999999996+6.118999999999999e-05j),(6.67e-05+2.464999999999993e-06j),(6.669999999999998e-05+2.465e-06j),(6.669999999999998e-05+2.464999999999996e-06j),0j,0j,0j,0j,0j,0j
line130,126,131,(0.0004730254999999999+1.1795849999999998e-05j),(0.0004730254999999999+1.1795849999999998e-05j),(0.0004730254999999999+1.1795849999999998e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line131,127,132,(0.004458066666666666+0.0003362656j),(0.004458066666666667+0.0003362656j),(0.004458066666666666+0.0003362655999999999j),(6.368666666666675e-05+5.5432375088727225e-22j),(6.368666666666674e-05+5.5432375088727225e-22j),(6.368666666666674e-05-5.545401244254213e-22j),0j,0j,0j,0j,0j,0j
line132,127,133,(0.0011891884666666666+0.0005048667333333332j),(0.0011891884666666666+0.000504866733333333j),(0.0011891884666666668+0.0005048667333333335j),(0.0005503286666666666+2.0338233333333247e-05j),(0.0005503286666666666+2.0338233333333372e-05j),(0.0005503286666666666+2.0338233333333314e-05j),0j,0j,0j,0j,0j,0j
line133,128,134,(0.0004430831166666666+6.615374999999996e-05j),(0.00044308311666666655+6.615374999999996e-05j),(0.0004430831166666666+6.615374999999999e-05j),(0.0002014014166666666+1.7640999999999957e-06j),(0.0002014014166666666+1.7641000000000019e-06j),(0.00020140141666666662+1.7640999999999917e-06j),0j,0j,0j,0j,0j,0j
line134,129,135,(0.0005837711999999998+0.00013698139999999997j),(0.0005837711999999999+0.00013698139999999997j),(0.0005837711999999999+0.0001369814j),(0.00026500139999999987+6.400999999999961e-06j),(0.0002650013999999999+6.400999999999973e-06j),(0.0002650013999999999+6.40099999999998e-06j),0j,0j,0j,0j,0j,0j
line135,130,136,(0.00013592618666666663+5.770709333333331e-05j),(0.0001359261866666667+5.770709333333334e-05j),(0.00013592618666666663+5.770709333333332e-05j),(6.290346666666666e-05+2.3246933333333323e-06j),(6.290346666666663e-05+2.324693333333329e-06j),(6.290346666666664e-05+2.324693333333331e-06j),0j,0j,0j,0j,0j,0j
line136,131,137,(0.0007319092+1.8251640000000003e-05j),(0.0007319092+1.8251640000000003e-05j),(0.0007319092+1.8251640000000003e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line137,132,138,(0.0003839266666666667+2.895904e-05j),(0.0003839266666666666+2.8959039999999994e-05j),(0.00038392666666666657+2.8959039999999994e-05j),(5.484666666666671e-06-6.577894576758092e-23j),(5.484666666666671e-06+1.9733683730274278e-22j),(5.48466666666667e-06+0j),0j,0j,0j,0j,0j,0j
line138,133,139,(0.0008846931333333333+0.0003755940666666667j),(0.0008846931333333335+0.00037559406666666674j),(0.0008846931333333335+0.0003755940666666668j),(0.0004094153333333335+1.5130566666666679e-05j),(0.0004094153333333334+1.5130566666666679e-05j),(0.0004094153333333335+1.5130566666666701e-05j),0j,0j,0j,0j,0j,0j
line139,134,140,(0.0005001532066666667+7.467449999999999e-05j),(0.0005001532066666667+7.467449999999999e-05j),(0.0005001532066666667+7.467449999999996e-05j),(0.0002273423666666666+1.9913199999999843e-06j),(0.0002273423666666666+1.9913199999999767e-06j),(0.00022734236666666657+1.991319999999987e-06j),0j,0j,0j,0j,0j,0j
line140,135,141,(0.0004294608+0.00010077260000000003j),(0.0004294607999999999+0.0001007726j),(0.0004294607999999999+0.00010077259999999999j),(0.0001949526+4.709000000000002e-06j),(0.00019495259999999996+4.70899999999999e-06j),(0.00019495259999999996+4.7089999999999874e-06j),0j,0j,0j,0j,0j,0j
line141,136,142,(0.0002234843333333334+9.487966666666672e-05j),(0.00022348433333333335+9.487966666666669e-05j),(0.00022348433333333332+9.487966666666667e-05j),(0.00010342333333333339+3.822166666666685e-06j),(0.00010342333333333338+3.822166666666685e-06j),(0.00010342333333333334+3.822166666666672e-06j),0j,0j,0j,0j,0j,0j
line142,137,143,(0.0008647056999999999+2.156319e-05j),(0.0008647056999999999+2.156319e-05j),(0.0008647056999999999+2.156319e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line143,138,144,(0.0003767049999999999+2.841432e-05j),(0.0003767050000000001+2.841432e-05j),(0.00037670499999999997+2.8414319999999988e-05j),(5.381500000000005e-06+0j),(5.381500000000004e-06+0j),(5.381500000000004e-06-2.534093304090681e-22j),0j,0j,0j,0j,0j,0j
line144,139,145,(0.0005924571333333333+0.00025152606666666656j),(0.0005924571333333333+0.0002515260666666666j),(0.0005924571333333333+0.0002515260666666666j),(0.00027417533333333325+1.0132566666666624e-05j),(0.0002741753333333333+1.013256666666664e-05j),(0.00027417533333333325+1.0132566666666648e-05j),0j,0j,0j,0j,0j,0j
line145,140,146,(0.0004703849333333335+7.023e-05j),(0.00047038493333333327+7.022999999999997e-05j),(0.0004703849333333333+7.022999999999997e-05j),(0.00021381133333333335+1.8727999999999857e-06j),(0.00021381133333333335+1.8727999999999857e-06j),(0.00021381133333333335+1.8727999999999944e-06j),0j,0j,0j,0j,0j,0j
line146,141,147,(7.312111999999999e-05+1.7157806666666666e-05j),(7.312111999999999e-05+1.7157806666666666e-05j),(7.312112e-05+1.7157806666666673e-05j),(3.319313999999999e-05+8.017666666666671e-07j),(3.319313999999999e-05+8.017666666666657e-07j),(3.319314e-05+8.017666666666684e-07j),0j,0j,0j,0j,0j,0j
line147,142,148,(0.0010626191333333332+0.0004511320666666668j),(0.0010626191333333334+0.00045113206666666663j),(0.0010626191333333334+0.00045113206666666674j),(0.0004917553333333335+1.8173566666666702e-05j),(0.0004917553333333335+1.8173566666666753e-05j),(0.0004917553333333335+1.8173566666666665e-05j),0j,0j,0j,0j,0j,0j
line148,143,149,(0.0007702196999999999+1.9206989999999997e-05j),(0.0007702196999999999+1.9206989999999997e-05j),(0.0007702196999999999+1.9206989999999997e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line149,144,150,(0.0003041733333333333+2.294336e-05j),(0.00030417333333333335+2.2943360000000005e-05j),(0.0003041733333333333+2.2943360000000002e-05j),(4.345333333333338e-06+8.257766950562925e-23j),(4.345333333333338e-06+1.2386650425844387e-22j),(4.345333333333336e-06-1.239148540427381e-22j),0j,0j,0j,0j,0j,0j
line150,145,151,(0.0005916453666666668+0.00025118143333333336j),(0.0005916453666666668+0.0002511814333333333j),(0.0005916453666666666+0.00025118143333333314j),(0.00027379966666666667+1.0118683333333291e-05j),(0.0002737996666666666+1.0118683333333322e-05j),(0.00027379966666666656+1.0118683333333293e-05j),0j,0j,0j,0j,0j,0j
line151,145,152,(0.005986633333333332+0.0004515632j),(0.005986633333333335+0.0004515632000000001j),(0.005986633333333333+0.0004515632j),(8.552333333333343e-05-3.998486922254447e-21j),(8.552333333333342e-05-3.998486922254447e-21j),(8.552333333333343e-05+1.0000119207553667e-21j),0j,0j,0j,0j,0j,0j
line152,146,153,(0.0005488493999999998+8.194499999999998e-05j),(0.0005488493999999999+8.194500000000002e-05j),(0.0005488494+8.194500000000002e-05j),(0.00024947699999999996+2.185200000000016e-06j),(0.000249477+2.185200000000016e-06j),(0.000249477+2.1852000000000414e-06j),0j,0j,0j,0j,0j,0j
line153,147,154,(2.5261183999999994e-05+5.927514666666666e-06j),(2.5261183999999994e-05+5.927514666666667e-06j),(2.526118399999999e-05+5.927514666666663e-06j),(1.1467247999999995e-05+2.76986666666666e-07j),(1.1467247999999994e-05+2.769866666666646e-07j),(1.1467247999999995e-05+2.7698666666666593e-07j),0j,0j,0j,0j,0j,0j
line154,148,155,(0.00023148603333333326+9.827676666666663e-05j),(0.0002314860333333333+9.827676666666667e-05j),(0.0002314860333333333+9.827676666666664e-05j),(0.00010712633333333332+3.959016666666649e-06j),(0.00010712633333333334+3.959016666666639e-06j),(0.00010712633333333334+3.959016666666655e-06j),0j,0j,0j,0j,0j,0j
line155,149,156,(0.0008698269999999998+2.16909e-05j),(0.0008698269999999998+2.16909e-05j),(0.0008698269999999998+2.16909e-05j),0j,0j,0j,0j,0j,0j,0j,0j,0j
line156,150,157,(0.00045653999999999996+3.443616e-05j),(0.0004565400000000001+3.443616e-05j),(0.00045653999999999996+3.443616e-05j),(6.522000000000009e-06-1.8602787147531977e-22j),(6.522000000000005e-06-9.301393573765988e-23j),(6.522000000000006e-06-9.30502425968564e-23j),0j,0j,0j,0j,0j,0j
line157,151,158,(0.0015690787+0.0006661480999999999j),(0.0015690787000000007+0.0006661480999999999j),(0.0015690787+0.0006661480999999998j),(0.0007261330000000002+2.6835349999999838e-05j),(0.0007261329999999999+2.6835349999999892e-05j),(0.000726133+2.683534999999977e-05j),0j,0j,0j,0j,0j,0j
line158,152,159,(0.000364385+2.7485040000000008e-05j),(0.000364385+2.748504e-05j),(0.000364385+2.748504e-05j),(5.205500000000005e-06+1.1850627020052125e-22j),(5.205500000000005e-06+2.370125404010425e-22j),(5.205500000000004e-06+0j),0j,0j,0j,0j,0j,0j
line159,153,160,(0.00015792857666666664+2.3579249999999996e-05j),(0.0001579285766666666+2.3579249999999983e-05j),(0.0001579285766666666+2.3579249999999986e-05j),(7.178571666666664e-05+6.287800000000007e-07j),(7.178571666666665e-05+6.287799999999976e-07j),(7.178571666666662e-05+6.287799999999917e-07j),0j,0j,0j,0j,0j,0j
line160,154,161,(3.725824e-05+8.742613333333332e-06j),(3.725823999999999e-05+8.742613333333334e-06j),(3.7258239999999984e-05+8.742613333333329e-06j),(1.6913279999999998e-05+4.0853333333333286e-07j),(1.6913279999999995e-05+4.0853333333332984e-07j),(1.691327999999999e-05+4.085333333333308e-07j),0j,0j,0j,0j,0j,0j
line161,155,162,(0.013699233333333331+0.0010333136000000003j),(0.013699233333333333+0.0010333136000000003j),(0.013699233333333331+0.0010333135999999997j),(0.00019570333333333354+2.6171758232036112e-21j),(0.00019570333333333352+0j),(0.0001957033333333335-2.618197405973461e-21j),0j,0j,0j,0j,0j,0j
line162,155,163,(0.0008754489333333333+0.00037166946666666655j),(0.0008754489333333335+0.00037166946666666666j),(0.0008754489333333334+0.0003716694666666667j),(0.0004051373333333334+1.4972466666666686e-05j),(0.0004051373333333333+1.4972466666666686e-05j),(0.0004051373333333334+1.4972466666666597e-05j),0j,0j,0j,0j,0j,0j
